Name;Abb;License;Year;Total Office;Phnom Penh Office;Provincial Office;ATM terminals;POS;Debit Cards;Credit Cards;Staff;Total Assets;Total Equity;GLP;NLP;Debt= Borrowings+Sub-debt;Total Customer Deposits (exc. Deposits from banks and Fis);CASA deposits;Total Paid-up Capital;Foreign Share;Cash;Gold;Deposits with NBC;Due from Banks;Deposits with, Loans and advances to, Banks;Loans and advances  to state enterprises;Loans and advances to private sector;Accrued interest receivable from Loans;Securities;Claims on goverment;Prepaid Expenses;Fixed assets;Other assets;Total Assets;Owed to NBC;Owed to Banks;Borrowed Funds (including subdebt);Demand deposits;Saving deposits ;Fixed deposits ;Accrued interest payable;Other deposits;Other liabilities;Total Liabilities;Paid up Capital;Reserves  ;Regulatory Resereve & other;Retained and Current Profit/Loss;Total Equity;Interest Income;Interest Expenses;Net Interest Income;Non Interest Income;Gross Operating Income;Operating Expenses (Excluded Depreciations);Depreciation;Bad & Doubtful Debts;Recoveries;Profit & Loss Before Tax;Profit Tax;Extra Gains or Losses;Net profit for 12 Months;Total Credit (Exc. Loans to Other banks and Fis);Agriculture, Forestry and Fishing;Mining and Quarrying;Manufacturing;Utilities;Construction;Wholesale Trade;Retail Trade;Accommodation and Food Service Activities;Transport and Storage;Information and Communications;Rental and Operational Leasing Activities;Real Estate Activities (include mortgage from 2024);Other Non-Financial Services ( including Education + Arts, Entertainment and creation);Personal Essentials (Exclude mortgage from 2024);Other Lending;Total Customer Deposits;Government;State Enterprise ;Business Enterprises;Individuals;Non-profit Organizations;Non- Resident;Others;Asset growth;Equity growth;GLP growth;Deposit growth;Debt (borrowings & sub-debt) growth;Int.income growth;Net int. income growth;Non-int. income growth;Ope growth;PBT growth;Net income growth;ROA;ROE;ROAA;ROAE;NIM;Portfolio Yield;CIR;NPL ratio;Net loan/GLP;Provision exp ratio;Loans per staff;Loans per branch;Loan to Agriculture;Loan to Construction;Loan to Real-estate;Loan to Hotel & Restaurants;Loan to Retail Trade;Loan to Wholesale Trade;Loans to personal essentials;Loans to manufacturing;Loans to others;Ope ratio;Ope per staff;CASA Ratio;Loan-deposit Ratio;Deposits with NBC/TA;D/E;A/E;Total Equity/Risky Assets;CASA/TL;FD/TL;Borrowings/TL;Owed to Banks & NBC/TL;Subdebt/TL;Other liab/TL;Avg. Funding Cost;Yield on Earnings Assets;Operating exp. Ratio;Funding exp. Ratio;Provision exp. Ratio;Yield margin
Saigon-Hanoi Bank Cambodia Plc.;SHB;Commercial;2021;5;4;1;0;0;0;0;57;1791471;389102;1600166;26781;1082083;298904;87,086;305550;1;7106;0;126138;6177;58969;0;1567676;12179;0;0;0;1255;11970;1791470;0;1082083;0;87086;0;208201;3616;0;21381;1402367;305550;0;0;83552;389102;109548;47160;62387;5759;68146;17717;445;5815;0;44169;1700;-548;41921;1600166;392902;2039;13926;1870;131742;176039;308;10069;1667;0;483;230779;0;27037;611305;298904;0;120600;43532;134655;0;117;0;0.26759;0.11131;0.35018;0.1916;0.36225;0.28963;0.50686;0.37676;0.12465;0.40513;0.38958;0.0234;0.10774;0.02616;0.11342;0.03972;0.07342;0.26652;0.01674;0.9797;0.00418;28,073;320,033;0.24554;0.08233;0.14422;0.00629;0.00019;0.11001;0.0169;0.0087;0.38581;0.01304;318.63;0.29135;5.35344;0.07041;3.60411;4.60412;0.23465;0.0621;0.14846;0;0.77161;;0.01782;0.03898;0.07342;0.01156;0.03003;0.0037;0.02812
Saigon-Hanoi Bank Cambodia Plc.;SHB;Commercial;2022;4;4;0;0;0;0;0;60;2277013;416035;2101117;59427;1423821;406478;132,466;308775;1;9480;0;141127;4386;56415;0;2035084;16801;0;0;0;1138;12582;2277013;0;1423821;0;132466;0;268274;5738;0;30679;1860978;308775;0;0;107260;416035;160578;75587;84991;4686;89678;22474;346;30589;0;36268;1973;-1211;33083;2101117;307871;3091;19063;423;156910;193450;0;21020;1228;0;30;210208;0;16361;1171462;406478;0;153674;54884;193388;0;4532;0;0.27103;0.06922;0.31306;0.35989;0.31581;0.46582;0.36232;-0.18632;0.25647;-0.17888;-0.21083;0.01453;0.07952;0.01626;0.08218;0.04254;0.08272;0.25447;0.02828;0.96857;0.01653;35,019;525,279;0.14653;0.07468;0.10005;0.01;0;0.09207;0.00779;0.00907;0.55981;0.01233;380.33;0.32589;5.16908;0.06198;4.47313;5.47313;0.19565;0.07118;0.14416;0;0.76509;;0.01957;0.04721;0.08272;0.01142;0.03783;0.01531;0.01815
Saigon-Hanoi Bank Cambodia Plc.;SHB;Commercial;2023;4;4;0;0;0;0;0;60;2220460;449773;2055884;118049;1314182;420764;140,332;306375;1;4259;0;145227;4237;67700;0;1897827;88277;0;0;0;869;12063;2220459;0;1314182;0;140332;0;273255;7177;0;35741;1770687;306375;0;0;143398;449773;168395;85581;82814;703;83517;16942;276;19410;0;46889;1974;354;45269;2055884;241232;3088;19222;467;151509;181523;0;19356;917;0;2054;1335441;0;21713;79362;420764;0;173286;88268;153589;0;5620;0;-0.02484;0.08109;-0.02153;0.03515;-0.077;0.04868;-0.02561;-0.84998;-0.24549;0.29285;0.36835;0.02039;0.10065;0.02013;0.10457;0.03806;0.07771;0.20616;0.05742;0.92312;0.00934;34,265;513,971;0.11734;0.0737;0.64957;0.00941;0;0.08829;0.01056;0.00935;0.04178;0.00828;286.97;0.33352;4.88607;0.0654;3.93685;4.93685;0.21718;0.07925;0.15432;0;0.74219;;0.02424;0.04818;0.07771;0.00791;0.03933;0.00892;0.02155
Saigon-Hanoi Bank Cambodia Plc.;SHB;Commercial;2024;4;4;0;0;0;0;0;59;2241499;463518;2039270;273764;1183255;547649;151,534;301875;1;6373;0;155081;5902;155309;0;1708020;197538;0;0;0;670;12606;2241499;0;1183255;0;151534;0;386240;9876;0;47077;1777982;301875;0;25461;136182;463518;141882;44785;97097;-1613;95483;16170;295;48734;0;30112;1827;-172;28285;2039270;10885;0;172873;1236;170358;29363;10025;4784;621;0;4712;1376108;14205;0;243875;547649;0;226455;156683;159629;0;4882;0;0.00948;0.03056;-0.00808;0.30156;-0.09963;-0.15745;0.17247;-3.29445;-0.04373;-0.3578;-0.37518;0.01262;0.06102;0.01268;0.06194;0.04691;0.06777;0.17244;0.13425;0.83756;0.0238;34,564;509,818;0.00534;0.08354;0.6748;0.00235;0.00492;0.0144;0;0.08477;0.12989;0.00804;279.07;0.2767;3.72368;0.06919;3.83584;4.83584;0.22284;0.08523;0.21724;0;0.6655;;0.03203;0.02597;0.06777;0.00796;0.02164;0.02355;0.01463
Sathapana Bank Plc.;Sathapana;Commercial;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathapana Bank Plc.;Sathapana;Commercial;2016;161;13;148;72;0;42263;0;3989;3772603;546010;2482006;41375;910135;2237706;391,012;484440;1;133369;0;857423;132134;68580;0;2434615;28006;0;0;25085;105388;-11998;3772603;0;144100;766035;12988;378024;1820337;24469;1890;78752;3226593;484440;9592;0;51978;546010;412934;178539;234395;24742;259137;155071;11396;27110;215;65776;13423;-18080;34273;2482007;636712;21391;125559;8177;46402;200120;553047;63829;94828;110;14988;25882;219857;470063;1043;2237706;0;0;185828;1772655;0;279223;0;;;;;;;;;;;;0.00908;0.06277;0.00908;0.06277;0.06711;0.12531;0.64239;0.01667;0.98091;0.01092;622;15,416;0.25653;0.0187;0.01043;0.02572;0.22282;0.08063;0.18939;0.05059;0.1452;0.06707;41.73;0.17474;1.10917;0.22728;5.9094;6.9094;0.19628;0.12118;0.56417;0.23741;0.04466;;0.03258;0.0572;0.12531;0.04766;0.05112;0.00776;0.01877
Sathapana Bank Plc.;Sathapana;Commercial;2017;168;14;154;100;0;57507;0;4339;4185879;621457;3239664;48723;1058551;2393570;522,134;484440;1;177101;0;502469;35090;102149;0;3177636;34131;0;0;38419;104705;14179;4185879;0;125583;932968;40694;481440;1848545;22551;340;112301;3564422;484440;0;0;137017;621457;469002;199683;269319;27770;297088;176117;8589;19666;314;93031;20533;1568;74066;3239664;680049;377;71189;25604;201259;234735;472970;43256;141487;0;13055;105181;282879;944740;22883;2393570;0;0;244307;1834067;0;315196;0;0.10955;0.13818;0.30526;0.06965;0.16307;0.13578;0.149;0.12238;0.10957;0.41436;1.16106;0.01769;0.11918;0.01861;0.12688;0.07368;0.13591;0.62172;0.01504;0.98085;0.00687;747;19,284;0.20991;0.06212;0.03247;0.01335;0.14599;0.07246;0.29162;0.02197;0.1501;0.06456;42.57;0.21814;1.35349;0.12004;5.73559;6.73559;0.17724;0.14648;0.51861;0.26174;0.03523;;0.03793;0.06097;0.13591;0.05053;0.05463;0.00538;0.02537
Sathapana Bank Plc.;Sathapana;Commercial;2018;169;15;154;147;0;91470;452;4473;5291110;712031;4083185;73749;1320656;3102527;592,967;482160;1;273876;0;678450;31397;79994;0;4007580;40293;0;0;42505;117305;19709;5291110;0;208546;1112110;76333;516634;2477428;31716;416;155897;4579080;482160;0;0;229871;712031;526777;207393;319383;40264;359648;206512;8843;30643;488;114138;20190;-1410;92538;4083185;754393;426;79289;24037;160439;304006;582823;52830;171603;;16235;119644;393022;1400228;24207;3102527;;;426511;2370633;;305383;;0.26404;0.14574;0.26037;0.29619;0.24761;0.12319;0.18589;0.44991;0.16593;0.22688;0.2494;0.01749;0.12996;0.01953;0.13879;0.07415;0.13164;0.59879;0.01806;0.98148;0.00837;913;24,161;0.18476;0.03929;0.0293;0.01294;0.14274;0.07445;0.34293;0.01942;0.15418;0.05882;48.15;0.19112;1.31608;0.12822;6.43101;7.43101;0.16411;0.12949;0.54103;0.24287;0.04554;;0.04106;0.05304;0.13164;0.05;0.04815;0.00711;0.02638
Sathapana Bank Plc.;Sathapana;Commercial;2019;171;18;153;207;201;148539;2768;4322;6819409;1001699;5292015;69387;1912591;3701388;634,076;611250;1;351019;0;865740;64245;74599;0;5204113;49324;0;0;53926;140945;15499;6819410;0;1729812;182779;73021;561055;3008388;58834;91;203731;5817711;611250;0;0;390449;1001699;654566;252170;402396;67474;469870;229557;12872;23115;2242;206567;44005;-5503;157059;5292015;837955;161;78168;28279;183482;349479;795006;68910;251840;16;22134;168416;536480;1946802;24888;3701388;0;0;510654;2889742;0;300992;0;0.28884;0.40682;0.29605;0.19302;0.44821;0.24259;0.25992;0.67579;0.12572;0.8098;0.69724;0.02303;0.15679;0.02594;0.18329;0.07312;0.13121;0.51595;0.01311;0.98339;0.00493;1,224;30,947;0.15834;0.03467;0.03182;0.01302;0.15023;0.06604;0.36788;0.01477;0.16323;0.05172;56.09;0.17131;1.42974;0.12695;5.80784;6.80784;0.17879;0.10899;0.51711;0.03142;0.29734;;0.04515;0.05071;0.13121;0.04405;0.04582;0.0042;0.03713
Sathapana Bank Plc.;Sathapana;Commercial;2020;173;20;153;243;670;197342;2545;4362;8535891;1222289;6346508;117789;2219685;4869602;1,084,112;780685;1;456473;0;1405254;58433;74178;0;6217021;60870;0;0;74093;152891;36679;8535892;0;1928468;291217;165994;918118;3690145;94207;1139;224315;7313603;780685;50848;0;390756;1222289;778347;309461;468885;77735;546620;256457;12914;60422;2566;219393;44974;4258;178677;6346508;991194;816;132083;27476;404098;275143;1285515;115812;308334;177;28963;204613;707788;1845854;18641;4869602;3810;0;760398;3794592;0;310803;0;0.25171;0.22022;0.19926;0.31562;0.16056;0.1891;0.16523;0.15207;0.11113;0.06209;0.13764;0.02093;0.14618;0.02327;0.16068;0.06716;0.12262;0.49279;0.01856;0.9796;0.01038;1,455;36,685;0.15618;0.06367;0.03224;0.01825;0.20255;0.04335;0.29085;0.02081;0.17209;0.04629;61.75;0.22263;1.30329;0.16463;5.98353;6.98353;0.18314;0.14823;0.50456;0.03982;0.26368;;0.04371;0.04932;0.12262;0.03858;0.04432;0.00865;0.03106
Sathapana Bank Plc.;Sathapana;Commercial;2021;170;20;150;252;331;247501;3701;4369;9852421;1438570;7871575;159061;2710128;5433213;926,330;786282;1;581631;0;1038618;42628;136248;0;7709761;74622;0;0;71223;178310;19381;9852422;0;2243801;466327;251216;675114;4384860;120489;1534;270511;8413852;786282;48628;0;603660;1438570;910661;373082;537578;101589;639167;296973;15997;54243;4100;276054;56098;-1747;218209;7871576;1205643;851;146882;32422;435164;199597;1843138;163644;372270;1349;51603;293146;850748;2245703;29418;5433213;5638;0;652575;4474863;0;300137;0;0.15423;0.17695;0.2403;0.11574;0.22095;0.16999;0.1465;0.30686;0.16185;0.25826;0.22125;0.02215;0.15168;0.02373;0.16401;0.06445;0.12136;0.48965;0.02021;0.97944;0.00763;1,802;46,303;0.15316;0.05528;0.03724;0.02079;0.23415;0.02536;0.28529;0.01866;0.17006;0.04402;71.63;0.17049;1.44879;0.10542;5.84876;6.84876;0.17475;0.1101;0.52115;0.05542;0.26668;;0.04665;0.04969;0.12136;0.03752;0.04473;0.0065;0.0326
Sathapana Bank Plc.;Sathapana;Commercial;2022;172;22;150;295;552;339311;6054;4378;11262384;1571913;8684057;427939;1918666;6367010;1,264,494;1029250;1;809073;0;1288154;135143;171965;0;8429686;77296;0;12040;67699;206554;64774;11262384;0;2483903;578877;572031;692463;4918286;158594;25638;260680;9690472;1029250;98019;0;444644;1571913;996673;442100;554573;106526;661099;339673;19160;222123;10814;90958;21453;3405;72909;8684057;1148516;125;210792;48640;459235;125017;2211971;231263;381129;1169;58619;387092;814580;2568520;37388;6367010;117091;0;820439;5130666;0;298814;0;0.14311;0.09269;0.10322;0.17187;-0.29204;0.09445;0.03161;0.0486;0.14654;-0.67051;-0.66588;0.00647;0.04638;0.00691;0.04844;0.05849;0.11635;0.54278;0.04928;0.97071;0.02683;1,984;50,489;0.13226;0.05288;0.04458;0.02663;0.25472;0.0144;0.29577;0.02427;0.1545;0.04335;81.96;0.1986;1.36391;0.11438;6.16476;7.16476;0.17151;0.13049;0.50754;0.05974;0.25632;;0.04591;0.05121;0.11635;0.03784;0.04662;0.02343;0.00845
Sathapana Bank Plc.;Sathapana;Commercial;2023;175;25;150;410;862;390069;7238;4608;11414469;1526466;8952027;698244;3028220;6573991;1,058,632;1143800;1;723082;0;1317378;149216;264801;0;8503747;101260;0;0;62103;218574;74310;11414471;0;2497985;530235;287883;770749;5334895;179655;808;285792;9888002;1143800;139087;0;243579;1526466;957879;555590;402289;95419;497708;379954;21784;230561;54488;-80103;11872;-117;-92092;8952026;960037;29;240869;61977;523208;103014;2252520;224522;382891;1232;161006;480490;741775;2772368;46088;6573991;28814;0;743879;5490268;0;311030;0;0.0135;-0.02891;0.03086;0.03251;0.57829;-0.03892;-0.2746;-0.10427;0.11957;-1.88066;-2.26311;-0.00807;-0.06033;-0.00812;-0.05945;0.03969;0.10392;0.80718;0.078;0.94992;0.02615;1,943;51,154;0.10724;0.05845;0.05367;0.02508;0.25162;0.01151;0.30969;0.02691;0.15583;0.04556;87.18;0.16103;1.36173;0.11541;6.47771;7.47771;0.16284;0.10706;0.53953;0.05362;0.25263;;0.04715;0.05953;0.10392;0.03963;0.05481;0.02275;-0.01328
Sathapana Bank Plc.;Sathapana;Commercial;2024;175;26;149;342;1666;253273;6810;4239;11209986;1769955;8111903;1014299;2476125;6760315;1,457,665;1167250;1;606262;0;1667720;147551;398448;0;7834309;113117;0;40067;73539;325992;2982;11209987;0;2029749;446376;502157;955508;5117241;183377;2032;203592;9440032;1167250;0;544352;58353;1769955;925158;565254;359904;78314;438218;336974;22970;3596;30546;108378;22151;3154;86227;8111903;800349;0;224466;136242;438985;78490;1999639;174033;334629;5069;149662;1473682;112113;1602847;39624;6760315;115632;0;952229;5397825;0;294629;0;-0.01791;0.15951;-0.09385;0.02834;-0.18232;-0.03416;-0.10536;-0.17926;-0.10403;;;0.00769;0.04872;0.00762;0.05232;0.03542;0.09875;0.82138;0.12504;0.96578;0.00042;1,914;46,354;0.09866;0.05412;0.18167;0.02145;0.24651;0.00968;0.19759;0.02767;0.16265;0.04219;84.91;0.21562;1.19993;0.14877;5.33349;6.33349;0.19807;0.15441;0.54208;0.04729;0.21502;;0.04121;0.0612;0.09875;0.03542;0.05563;0.00035;0.00735
SBI Ly Hour Bank Plc.;SBILH;Commercial;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2012;0;;;;;;;36;19223;3175;3452;0;0;0;;19975;0.49;15413;;;;;;3480;62;0;;;268;0;19223;;;;;0;0;0;;18;18;19975;0;;-770;19205;116;0;116;44;160;906;24;0;;-770;0;;-770;3452;14;;0;;167;;1180;;0;;;;349;1001;740;0;;;;;;;;;;;;;;;;;;;-0.04006;-0.24252;-0.04006;-0.24252;;;5.8125;0;1.00811;0;96;;0.00406;0.04838;;;0.34183;;0.28998;0;0.31576;0.26941;25.83;;;;0.00567;6.05449;;;0;;;;;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2013;0;;;;;;;170;57368;19118;49657;58;37553;0;;19975;0.49;4920;;;;;;50165;250;0;;;1046;987;57368;;;37553;;0;0;0;;697;38250;19975;0;;-857;19118;4099;957;3142;183;3325;3316;88;6;;-86;0;;-86;49657;11496;;0;;3796;;9840;;2333;;;;4639;9525;8029;0;;;;;;;;1.98434;5.02142;13.38499;;;34.33621;26.08621;3.15909;2.66022;;;-0.0015;-0.0045;-0.00225;-0.00772;;;1.02376;0.00117;1.01023;0.00023;292;;0.23151;0.07644;;;0.19816;;0.19182;0;0.30207;0.12819;20.02;;;;2.00073;3.00073;;;0;0.98178;;;0.01822;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2014;0;;;;;;;307;134644;21156;114225;253;66825;0;;20375;0.49;12494;;;;;;115427;2099;0;;;3768;857;134644;;;66825;;0;0;0;;46664;113488;20375;0;;781;21156;16202;5642;10559;118;10678;8496;225;29;;1927;389;;1537;114225;30459;;0;;3861;;18846;;2487;;;;5737;47967;4868;0;;;;;;;;1.34702;0.1066;1.30028;;0.77948;2.95267;2.3606;-0.35519;1.56199;;;0.01142;0.07265;0.01601;0.07633;;;0.81673;0.00221;1.01052;0.00035;372;;0.26666;0.0338;;;0.16499;;0.41993;0;0.11462;0.10643;28.41;;;;5.36434;6.36434;;;0;0.58883;;;0.41117;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2015;0;;;;;;;406;159520;69852;139133;173;86066;0;;64800;0.51;11621;;;;;;140616;2366;0;;;4113;803;159520;;;86066;;0;0;0;;3603;89668;64800;33;;5018;69852;27502;6710;20792;-65;20727;14831;394;18;;5485;1099;;4386;139133;43479;;0;;1782;;17849;;3528;;;;6480;64452;1563;0;;;;;;;;0.18475;2.30176;0.21806;;0.28793;0.69744;0.96913;-1.55085;0.74579;1.84639;1.85361;0.02749;0.06279;0.02982;0.09639;;;0.73455;0.00124;1.01066;0.00014;343;;0.3125;0.01281;;;0.12829;;0.46324;0;0.08317;0.12019;37.5;;;;1.28369;2.28369;;;0;0.95983;;;0.04017;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2016;0;;;;;;;371;192418;74285;165943;416;113551;0;;64592;0.49;18780;;;;;;167575;2575;0;;;3455;33;192418;;;113551;;0;0;0;;4582;118133;64592;244;;9449;74285;31056;8293;22762;528;23291;16698;443;139;;6011;1202;;4808;165943;51162;;0;;1516;;17025;;3889;;;;7066;84673;610;0;;;;;;;;0.20623;0.06346;0.19269;;0.31935;0.12923;0.09475;;0.12585;0.0959;0.09622;0.02499;0.06472;0.02732;0.06671;;;0.73595;0.00251;1.00983;0.00091;447;;0.30831;0.00914;;;0.1026;;0.51025;0;0.0697;0.11237;46.2;;;;1.59027;2.59027;;;0;0.96121;;;0.03879;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2017;27;;;;;;;385;220567;81905;200462;587;133632;0;;64592;0.49;13565;;;;;;201722;2535;0;;;2608;138;220567;;;133632;;0;0;0;;5030;138662;64592;459;;16854;81905;34245;9829;24416;4225;28641;17636;468;337;;10200;2059;;8141;200462;53974;;0;;850;;21533;;5322;;;;8031;110426;326;0;;;;;;;;0.14629;0.10258;0.20802;;0.17685;0.10269;0.07266;7.00189;0.05618;0.69689;0.69322;0.03691;0.0994;0.03943;0.10424;;;0.6321;0.00293;1.00629;0.00184;521;7,425;0.26925;0.00424;;;0.10742;;0.55086;0;0.06824;0.09882;47.02;;;;1.69296;2.69296;;;0;0.96372;;;0.03628;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2018;31;;;;;;;473;343271;86911;308625;298;250005;0;;31501;0.49;28709;;;;;;307958;3906;0;;;2656;42;343271;;;250005;;0;0;0;;6354;256359;64288;860;;21763;86911;41715;14064;27651;5663;33314;23038;611;2895;;6771;1354;;5416;308626;65882;;0;;3004;;32345;;7667;;;;14999;184335;394;0;;;;;;;;0.55631;0.06112;0.53957;;0.87085;0.21813;0.1325;0.34036;0.30629;-0.33618;-0.33473;0.01578;0.06232;0.01921;0.06416;;;0.70988;0.00097;0.99784;0.01137;652;9,956;0.21347;0.00973;;;0.1048;;0.59728;0;0.07472;0.09291;50;;;;2.94967;3.94968;;;0;0.97521;;;0.02479;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2019;36;;;;;;;597;613283;96555;400227;1586;314565;0;;65200;0.7;204203;;;;;;398907;4843;0;;;4426;903;613282;;;314565;;0;0;0;;202163;516728;65200;1088;;30267;96555;58658;23329;35330;8292;43622;29608;786;1236;;11992;2398;;9593;400227;78584;;0;;5480;;39184;;10741;;;;21848;244038;352;0;;;;;;;;0.78659;0.11096;0.29681;;0.25823;0.40616;0.27771;0.46424;0.28521;0.77108;0.77123;0.01564;0.09935;0.02006;0.10458;;;0.69676;0.00396;0.9967;0.00349;670;11,117;0.19635;0.01369;;;0.0979;;0.60975;0;0.08231;0.08576;50.91;;;;5.35164;6.35164;;;0;0.60876;;;0.39124;;;;;;
SBI Ly Hour Bank Plc.;SBILH;Commercial;2020;37;4;33;0;0;0;0;1157;948150;302955;801821;16927;417415;216333;47,833;303375;0.7;10657;0;68048;34190;0;0;788734;5522;0;0;6997;32921;1082;948151;0;417415;0;33417;14416;166744;1756;0;11447;645195;303375;451;0;-871;302955;69744;22322;47422;6519;53942;50614;1343;11496;59;-9453;782;791;-9444;801821;0;0;0;0;0;0;0;0;0;0;0;0;0;801821;0;216333;0;24411;0;191412;0;0;510;0.54602;2.13764;1.00342;;0.32696;0.18899;0.34226;-0.21382;0.70945;-1.78828;-1.98447;-0.00996;-0.03117;-0.0121;-0.04728;0.05323;0.0856;0.9632;0.02111;0.98368;0.01913;693;21,671;0;0;0;0;0;0;1;0;0;0.08645;44.91;0.22111;3.70642;0.07177;2.12967;3.12967;0.34845;0.07414;0.25844;0;0.64696;;0.02046;0.03532;0.0856;0.05831;0.02505;0.0129;-0.01068
SBI Ly Hour Bank Plc.;SBILH;Commercial;2021;46;7;39;11;0;0;0;1434;2507542;326965;2056835;18443;1042749;1093695;213,924;305550;0.7;68324;0;271589;51897;0;0;2033967;13623;0;0;13284;50572;4285;2507541;0;907633;135116;137096;76828;867845;11925;0;44132;2180575;305550;454;0;20961;326965;192241;68215;124026;16489;140515;92605;3088;15832;74;29064;5459;-1767;21838;2056835;0;0;0;0;0;0;0;0;0;0;0;0;0;2056835;0;1093695;0;35073;0;977307;0;49343;31972;1.64467;0.07925;1.5652;4.05561;1.49811;1.75638;1.61537;1.52938;0.84177;;;0.00871;0.06679;0.01264;0.06934;0.07636;0.12851;0.68102;0.00897;0.98888;0.01108;1,434;44,714;0;0;0;0;0;0;1;0;0;0.06695;66.73;0.1956;1.88063;0.10831;6.66914;7.66915;0.15084;0.0981;0.39799;0.06196;0.41624;;0.02571;0.04949;0.12851;0.05892;0.042;0.00975;0.01785
SBI Ly Hour Bank Plc.;SBILH;Commercial;2022;49;9;40;25;0;4103;351;1604;3247033;337741;2743240;47075;888432;1971206;264,645;308775;0.7;72010;0;331026;14279;20604;0;2697894;20064;0;0;17939;63534;9684;3247034;0;738362;150070;102473;162172;1674618;31942;0;49655;2909292;308775;834;0;28132;337741;283072;138291;144781;15858;160639;117322;5072;22692;366;15919;7003;-1591;7325;2743239;216633;9734;65747;1615;315907;160368;240265;47181;70044;522;21390;337279;63356;1193198;0;1971206;171702;28302;0;1434233;0;271435;65532;0.29491;0.03296;0.33372;0.80234;-0.14799;0.47249;0.16734;-0.03827;0.27903;-0.45228;-0.66458;0.00226;0.02169;0.00255;0.02204;0.05341;0.11028;0.76192;0.01716;0.98347;0.00945;1,710;55,984;0.07897;0.11516;0.12295;0.0172;0.08758;0.05846;0.43496;0.02397;0.06075;0.051;76.31;0.13426;1.39166;0.10195;8.61397;9.61397;0.11876;0.09097;0.57561;0.05158;0.25379;;0.02805;0.05585;0.11028;0.04515;0.05102;0.00837;0.00574
